,sex,race,age,degree,wrkstat,income,happy
1813,Male,White,61,High school,Working fulltime,$25000 or more,Pretty happy
1814,Female,White,73,High school,Retired,$25000 or more,Pretty happy
1815,Male,White,57,High school,Working fulltime,$25000 or more,Pretty happy
1816,Female,White,71,High school,Keeping house,$25000 or more,Very happy
1817,Female,White,58,High school,Other,$15000 - 19999,Pretty happy
1818,Male,White,78,High school,Retired,$25000 or more,Very happy
1819,Male,White,74,Graduate,Retired,Refused,Very happy
1820,Female,White,52,High school,Keeping house,$10000 - 14999,Pretty happy
1821,Male,White,56,High school,Working fulltime,$25000 or more,Pretty happy
1822,Female,White,48,Junior college,"Unempl, laid off",Lt $1000,Not too happy
1823,Male,White,61,High school,Retired,$25000 or more,Very happy
1824,Male,White,50,Bachelor,Working fulltime,$25000 or more,Very happy
1825,Male,White,25,Junior college,Working fulltime,$25000 or more,Pretty happy
1826,Female,Black,36,Bachelor,Working fulltime,$25000 or more,Pretty happy
1827,Female,Black,45,Bachelor,"Unempl, laid off",$25000 or more,Not too happy
1828,Female,Black,53,Junior college,Working fulltime,$20000 - 24999,Pretty happy
1829,Male,Black,28,High school,Working fulltime,Refused,Very happy
1830,Female,White,89 or older,High school,Retired,$20000 - 24999,Pretty happy
1831,Male,White,89 or older,High school,Retired,$20000 - 24999,Pretty happy
1832,Female,White,62,High school,Other,Don't know,Pretty happy
1833,Female,White,52,High school,Keeping house,$20000 - 24999,Not too happy
1834,Male,White,43,Lt high school,Working fulltime,$25000 or more,Not too happy
1835,Female,Black,74,Bachelor,Retired,Don't know,Pretty happy
1836,Male,White,61,High school,Working fulltime,$25000 or more,Pretty happy
1837,Female,White,37,Junior college,Working fulltime,$25000 or more,Pretty happy
1838,Male,White,45,High school,Working fulltime,$25000 or more,Pretty happy
1839,Female,White,36,High school,Working parttime,$25000 or more,Pretty happy
1840,Female,White,77,High school,Retired,$25000 or more,Pretty happy
1841,Male,White,57,Lt high school,Retired,$10000 - 14999,Not too happy
1842,Female,White,40,Junior college,Working fulltime,$25000 or more,Very happy
1843,Female,White,53,High school,Working parttime,$25000 or more,Very happy
1844,Female,White,66,High school,Retired,$20000 - 24999,Very happy
1845,Male,White,44,High school,Working fulltime,$25000 or more,Very happy
1846,Male,White,49,High school,Working fulltime,$15000 - 19999,Pretty happy
1847,Male,White,67,Bachelor,Working fulltime,Refused,Very happy
1848,Female,White,27,High school,Keeping house,$25000 or more,Pretty happy
1849,Male,White,24,High school,Working fulltime,$25000 or more,Pretty happy
1850,Female,White,44,Graduate,Keeping house,$25000 or more,Pretty happy
1851,Female,White,35,High school,Working fulltime,$25000 or more,Pretty happy
1852,Female,Black,39,Bachelor,Temp not working,$25000 or more,Pretty happy
1853,Male,White,79,High school,Working fulltime,$25000 or more,Not too happy
1854,Female,White,22,High school,Working fulltime,$20000 - 24999,Pretty happy
1855,Male,Black,70,High school,Retired,$1000 to 2999,Pretty happy
1856,Male,Black,33,High school,"Unempl, laid off",$25000 or more,Pretty happy
1857,Female,Black,52,Bachelor,Working fulltime,$25000 or more,Pretty happy
1858,Female,White,71,Graduate,Working parttime,$25000 or more,Pretty happy
1859,Female,Black,78,Lt high school,Working parttime,$25000 or more,Pretty happy
1860,Female,Other,42,High school,Working fulltime,$25000 or more,Very happy
1861,Female,Black,57,Bachelor,Working parttime,$25000 or more,Pretty happy
1862,Male,White,76,High school,Retired,$15000 - 19999,Not too happy
1863,Female,Black,62,High school,Retired,$25000 or more,Very happy
1864,Female,White,73,Graduate,Retired,$25000 or more,Very happy
1865,Female,White,51,Lt high school,Keeping house,$25000 or more,Very happy
1866,Female,White,58,Junior college,Other,Don't know,Pretty happy
1867,Female,White,71,Lt high school,Keeping house,Don't know,Pretty happy
1868,Female,White,64,High school,Retired,$20000 - 24999,Not too happy
1869,Female,White,29,High school,Temp not working,$25000 or more,Very happy
1870,Female,White,85,Lt high school,Keeping house,$8000 to 9999,Not too happy
1871,Male,White,36,High school,Other,$10000 - 14999,Pretty happy
1872,Male,White,62,High school,Working fulltime,$25000 or more,Not too happy
1873,Male,White,38,Junior college,Other,$10000 - 14999,Pretty happy
1874,Female,White,80,Bachelor,Retired,$25000 or more,Pretty happy
1875,Female,White,69,High school,Retired,$15000 - 19999,Pretty happy
1876,Male,White,66,High school,Retired,$25000 or more,Pretty happy
1877,Female,White,58,High school,Working fulltime,$25000 or more,Very happy
1878,Female,White,75,High school,Retired,Refused,Very happy
1879,Male,Black,65,Graduate,Working fulltime,Refused,Pretty happy
1880,Male,White,72,High school,Retired,$25000 or more,Pretty happy
1881,Female,White,73,Lt high school,Retired,Refused,Not too happy
1882,Male,White,68,Bachelor,Retired,$25000 or more,Pretty happy
1883,Female,White,75,High school,Retired,$25000 or more,Pretty happy
1884,Male,Black,56,Graduate,Working fulltime,Refused,Pretty happy
1885,Female,Black,54,High school,Temp not working,$15000 - 19999,Not too happy
1886,Female,White,79,High school,Retired,$20000 - 24999,Pretty happy
1887,Female,White,71,High school,Retired,$25000 or more,Not too happy
1888,Male,White,53,Graduate,Working fulltime,Refused,Very happy
1889,Male,Other,39,Graduate,Temp not working,$25000 or more,Pretty happy
1890,Female,White,49,Bachelor,Keeping house,Don't know,Pretty happy
1891,Female,Black,22,Bachelor,School,$25000 or more,Not too happy
1892,Male,White,43,High school,Working fulltime,$25000 or more,Pretty happy
1893,Female,Black,20,High school,Working fulltime,Don't know,Pretty happy
1894,Male,White,76,Graduate,Retired,$25000 or more,Very happy
1895,Female,White,70,High school,Working parttime,$25000 or more,Pretty happy
1896,Male,White,69,Graduate,Retired,$25000 or more,Very happy
1897,Male,Black,27,High school,Working parttime,Refused,Pretty happy
1898,Male,White,52,Graduate,Working fulltime,$25000 or more,Pretty happy
1899,Male,White,29,High school,Working fulltime,$25000 or more,Pretty happy
1900,Female,White,38,Junior college,Working fulltime,$20000 - 24999,Not too happy
1901,Female,White,63,Junior college,Working fulltime,$20000 - 24999,Pretty happy
1902,Male,Black,46,High school,Other,$10000 - 14999,Not too happy
1903,Female,Black,35,High school,Working fulltime,$25000 or more,Pretty happy
1904,Female,White,44,Bachelor,Keeping house,$25000 or more,Pretty happy
1905,Female,Black,41,High school,Working fulltime,$25000 or more,Pretty happy
1906,Female,Black,53,High school,Working fulltime,$25000 or more,Pretty happy
1907,Female,White,65,Bachelor,Retired,$10000 - 14999,Not too happy
1908,Female,Black,25,High school,Temp not working,$25000 or more,Very happy
1909,Female,Black,24,High school,Working fulltime,$25000 or more,Pretty happy
1910,Female,Black,54,High school,Retired,$25000 or more,Not too happy
1911,Male,Black,42,High school,Retired,$20000 - 24999,Pretty happy
1912,Male,Black,58,High school,Working fulltime,$25000 or more,Very happy
1913,Male,White,66,Lt high school,Working parttime,$1000 to 2999,Pretty happy
1914,Male,Black,48,High school,Retired,$25000 or more,Pretty happy
1915,Female,Black,39,High school,Working fulltime,$25000 or more,Pretty happy
1916,Female,Black,47,Graduate,Working fulltime,$25000 or more,Pretty happy
1917,Male,Black,28,High school,"Unempl, laid off",Don't know,Not too happy
1918,Female,Black,28,Bachelor,Working fulltime,$25000 or more,Very happy
1919,Female,Black,76,Lt high school,Retired,$8000 to 9999,Not too happy
1920,Male,White,58,High school,Retired,$25000 or more,Pretty happy
1921,Female,White,35,Junior college,Working parttime,$25000 or more,Pretty happy
1922,Female,White,54,High school,Retired,$8000 to 9999,Pretty happy
1923,Male,White,55,High school,"Unempl, laid off",Lt $1000,Not too happy
1924,Female,White,85,Lt high school,Retired,Don't know,Very happy
1925,Male,White,72,Lt high school,Retired,$20000 - 24999,Very happy
1926,Female,White,78,High school,Retired,$20000 - 24999,Pretty happy
1927,Female,Black,67,Bachelor,Working fulltime,$25000 or more,Pretty happy
1928,Female,Black,55,Bachelor,Working fulltime,$25000 or more,Pretty happy
1929,Male,Black,51,Lt high school,Retired,$8000 to 9999,Pretty happy
1930,Male,Black,55,High school,Keeping house,$10000 - 14999,Pretty happy
1931,Female,Black,25,High school,Working parttime,$3000 to 3999,Pretty happy
1932,Female,Black,64,Bachelor,Retired,$25000 or more,Very happy
1933,Male,White,58,Bachelor,Working fulltime,Refused,Pretty happy
1934,Female,White,22,High school,School,$20000 - 24999,Pretty happy
1935,Male,White,62,Bachelor,Retired,Refused,Very happy
1936,Male,Other,43,High school,Working fulltime,$25000 or more,Very happy
1937,Male,White,62,High school,Working fulltime,$25000 or more,Very happy
1938,Female,White,39,High school,Working fulltime,$25000 or more,Pretty happy
1939,Female,White,79,High school,Keeping house,Don't know,Pretty happy
1940,Female,White,80,Graduate,Retired,$25000 or more,Very happy
1941,Male,White,22,High school,Working parttime,$25000 or more,Pretty happy
1942,Female,White,27,High school,Working fulltime,$20000 - 24999,Pretty happy
1943,Male,White,50,High school,Retired,Lt $1000,Pretty happy
1944,Female,White,42,High school,Working fulltime,Don't know,Not too happy
1945,Male,White,72,Lt high school,Retired,Lt $1000,Pretty happy
1946,Female,White,22,High school,School,$5000 to 5999,Pretty happy
1947,Male,Other,47,High school,Working fulltime,$25000 or more,Pretty happy
1948,Male,Black,50,Bachelor,Working fulltime,Refused,Very happy
1949,Male,White,46,Bachelor,"Unempl, laid off",$15000 - 19999,Not too happy
1950,Female,White,57,High school,Working fulltime,$25000 or more,Pretty happy
1951,Male,White,35,High school,Working fulltime,$25000 or more,Pretty happy
1952,Female,White,36,High school,Keeping house,$25000 or more,Very happy
1953,Male,White,43,High school,Working fulltime,$25000 or more,Pretty happy
1954,Male,Black,23,High school,Working fulltime,$25000 or more,Pretty happy
1955,Male,White,33,High school,Working fulltime,$3000 to 3999,Very happy
1956,Female,White,70,High school,Retired,Refused,Not too happy
1957,Female,White,59,High school,Retired,$25000 or more,Pretty happy
1958,Female,White,82,Lt high school,Other,$25000 or more,Very happy
1959,Male,White,58,Bachelor,Working fulltime,$25000 or more,Not too happy
1960,Female,White,65,High school,Temp not working,Refused,Pretty happy
1961,Male,Other,25,Lt high school,School,Don't know,Not too happy
1962,Female,White,62,High school,Retired,$25000 or more,Pretty happy
1963,Female,Black,28,High school,Working fulltime,$15000 - 19999,Pretty happy
1964,Male,Black,34,High school,Working fulltime,$25000 or more,Pretty happy
1965,Male,White,33,Graduate,Temp not working,Refused,Very happy
1966,Female,White,49,Graduate,Working fulltime,Refused,Very happy
1967,Male,White,52,Graduate,Working fulltime,Refused,Very happy
1968,Female,White,47,Bachelor,Keeping house,Refused,Very happy
1969,Female,White,81,High school,Keeping house,$25000 or more,Very happy
1970,Male,White,65,Graduate,Working fulltime,Refused,Pretty happy
1971,Female,White,57,High school,Working parttime,$25000 or more,Very happy
1972,Female,White,70,Graduate,Working parttime,$25000 or more,Pretty happy
1973,Male,White,44,Lt high school,Working fulltime,$25000 or more,Pretty happy
1974,Male,White,26,High school,Working fulltime,$25000 or more,Pretty happy
1975,Female,White,58,Lt high school,Keeping house,Don't know,Not too happy
1976,Male,White,62,High school,Other,$20000 - 24999,Not too happy
1977,Female,White,26,Bachelor,Working fulltime,$25000 or more,Pretty happy
1978,Male,White,57,High school,Working fulltime,$25000 or more,Very happy
1979,Male,White,60,Lt high school,Other,$10000 - 14999,Pretty happy
1980,Female,White,88,High school,Retired,$4000 to 4999,Pretty happy
1981,Male,White,51,High school,Working fulltime,$25000 or more,Not too happy
1982,Female,White,73,High school,Keeping house,$20000 - 24999,Pretty happy
1983,Male,White,27,Bachelor,Working fulltime,$25000 or more,Not too happy
1984,Male,White,27,High school,Working fulltime,$25000 or more,Pretty happy
1985,Female,White,25,Bachelor,Keeping house,$25000 or more,Pretty happy
1986,Female,White,89 or older,High school,Retired,$25000 or more,Pretty happy
1987,Male,White,84,Bachelor,Working fulltime,Refused,Very happy
1988,Male,White,46,High school,Working fulltime,$25000 or more,Not too happy
1989,Female,White,33,Lt high school,"Unempl, laid off",Lt $1000,Not too happy
1990,Female,White,69,Junior college,Working fulltime,$25000 or more,Pretty happy
1991,Female,White,44,High school,Keeping house,$15000 - 19999,Very happy
1992,Male,White,40,Junior college,Other,$15000 - 19999,Not too happy
1993,Female,White,48,Junior college,Retired,$25000 or more,Pretty happy
1994,Female,White,74,High school,Retired,$1000 to 2999,Very happy
1995,Male,White,67,High school,Retired,$25000 or more,Pretty happy
1996,Female,White,60,High school,Retired,$25000 or more,Pretty happy
1997,Female,White,54,Bachelor,Working fulltime,$25000 or more,Pretty happy
1998,Male,White,61,High school,Working fulltime,$25000 or more,Not too happy
1999,Male,White,61,High school,Working fulltime,Don't know,Pretty happy
2000,Female,White,29,Bachelor,School,Refused,Very happy
2001,Male,White,37,High school,Working fulltime,$25000 or more,Pretty happy
2002,Female,White,74,Lt high school,Retired,$20000 - 24999,Pretty happy
2003,Female,White,20,High school,Working fulltime,$25000 or more,Pretty happy
2004,Female,White,83,High school,Retired,$20000 - 24999,Pretty happy
2005,Male,White,60,High school,Other,$10000 - 14999,Pretty happy
2006,Female,White,42,High school,Working parttime,$25000 or more,Very happy
2007,Male,White,44,Bachelor,Working fulltime,$25000 or more,Pretty happy
2008,Male,White,39,Graduate,Working fulltime,$25000 or more,Pretty happy
2009,Male,Other,29,Bachelor,Working fulltime,$25000 or more,Pretty happy
2010,Female,White,37,Bachelor,Working parttime,$25000 or more,Pretty happy
2011,Female,White,60,Graduate,Working fulltime,$25000 or more,Very happy
2012,Female,Other,62,Junior college,Retired,Refused,Pretty happy
2013,Male,White,85,Graduate,Retired,$25000 or more,Pretty happy
2014,Male,White,33,Graduate,Working fulltime,$25000 or more,Pretty happy
2015,Male,White,30,Junior college,Working fulltime,Refused,Very happy
2016,Male,White,78,Graduate,Retired,Refused,Pretty happy
2017,Female,White,23,Bachelor,Temp not working,$25000 or more,Very happy
2018,Female,White,52,High school,Working fulltime,$25000 or more,Pretty happy
2019,Male,White,62,Junior college,Retired,$25000 or more,Pretty happy
2020,Female,White,41,Bachelor,Keeping house,$25000 or more,Not too happy
2021,Female,White,71,High school,Retired,$25000 or more,Pretty happy
2022,Female,White,62,High school,Retired,$25000 or more,Pretty happy
